run	arm	year	gdp	pool	cgoods	exp	sal	unemp	peasW	lvTotal	constr	owner	subsist	urban	gov	mil	trade	econ	econUntier	e0	e1	e2	e3	e4	e5	dLvAdd	dLvRem	ptsAdd	econAdd	econPts	eAdd0	eAdd1	eAdd2	eAdd3	eAdd4	eAdd5	profE	staffE
run001_canon	mod	1927	2369118930.231041	478102953.6002599	6288251.760000002	12201300.949490003	193865322	67289497	209005468	178933	1357	48421	40680	10896	4425	6914	3718	62522	42158	6657	3668	5064	3452	1523	0	2741	1384	986450	1646	613400	65	59	92	120	182	0	174/375/559/948/1059/	0.79/0.65/0.78/0.79/0.91/
run001_canon	mod	1928	2495317832.778161	490712253.3738405	6473123.419999996	12748077.65995	200851973	68760396	209795712	181458	1440	48761	40355	11232	4514	7010	3860	64286	43359	6718	3731	5175	3578	1725	0	3036	511	1073415	1784	666440	67	66	112	126	202	0	175/395/583/992/1120/	0.79/0.65/0.79/0.8/0.93/
run001_canon	mod	1929	2500309947.5874	494776688.1785202	6149196.960000002	12433413.367560001	206067875	71928249	207197435	183726	1484	49391	40178	11530	4585	7061	3978	65519	44057	6766	3771	5307	3754	1864	0	2710	442	994500	1490	574600	54	50	132	176	139	0	197/377/558/898/1030/	0.8/0.67/0.8/0.81/0.93/
run001_canon	mod	1930	2478578846.362839	552323778.4638199	6501024.280000002	13297964.131229997	202984610	66053426	203771796	187459	1526	49918	40006	11880	4652	7298	4095	68084	46071	6822	3843	5427	3938	1982	1	3926	193	1514330	2586	1039980	70	72	120	185	118	1	198/356/551/895/1111/5648	0.79/0.65/0.78/0.81/0.93/1
run001_canon	mod	1931	2744378406.043044	557614122.9204701	7648819.839999996	14798927.498310005	215949142	69003963	208808035	189737	1581	50126	39738	12262	4713	7360	4225	69732	47153	6860	3896	5536	4167	2119	1	2946	668	1072375	1759	677900	67	54	117	229	137	0	190/385/593/957/1213/6141	0.79/0.65/0.79/0.8/0.92/1
run001_canon	mod	1932	2797498235.187239	543864625.05217	8305522.120000004	14773507.027359994	218904134	68704629	203915389	191152	1654	50291	39495	12575	4692	7437	4470	70538	47312	6940	3950	5687	4376	2271	2	2878	1463	1030685	1964	765960	105	58	155	214	152	1	195/386/597/978/1307/3238	0.79/0.66/0.79/0.81/0.92/0.52
run001_canon	mod	1933	2974410570.804919	575111991.2344903	9083287.55000001	15848518.20675	225683652	69568092	203773144	194103	1745	50469	39159	13091	4706	7444	4607	72882	48866	7018	4017	5844	4687	2448	2	3819	868	1429815	2377	928240	91	74	157	313	177	0	176/400/590/986/1311/4094	0.79/0.67/0.79/0.82/0.93/1.03
run001_canon	mod	1934	3081362093.685718	602938016.3285196	9514261.69	16649521.175660005	230757910	68272979	196163458	197137	1812	50718	38839	13557	4717	7368	4741	75385	50618	7096	4072	6010	4918	2669	2	3826	792	1459995	2616	1046720	80	55	166	231	221	0	198/397/577/1016/1423/5624	0.79/0.66/0.79/0.82/0.93/1.02
run001_canon	mod	1935	3215570303.9990406	630918679.3827101	10162242.33	17515009.91761999	238506529	70989223	199903824	200929	1943	51213	38500	14039	4753	7540	4974	77967	52406	7136	4152	6174	5192	2897	10	4366	574	1589475	2616	1010000	53	81	166	282	228	8	209/393/575/993/1448/3121	0.79/0.67/0.78/0.82/0.93/0.73
run001_canon	mod	1936	3377027662.4162006	663458169.60966	10216905.839999996	17894331.577710006	245303207	68476477	191960803	205338	2012	51719	38055	14712	4817	7631	5221	81171	54549	7267	4300	6352	5482	3201	20	5233	824	1891005	3239	1205380	142	148	182	290	304	10	203/382/574/1007/1384/3745	0.79/0.67/0.78/0.83/0.94/0.94
